"ENTRY","DELTAG","UNCERTAINTY","REASON ENERGY COULD NOT BE ESTIMATED"
"R07069","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07070","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07071","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07072","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07073","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07074","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07075","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07076","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07077","Not calculated","Not calculated","Charge imbalanced|Involves compounds with unlabeded atoms"
"R07078","Not calculated","Not calculated","Charge imbalanced|Involves compounds with unlabeded atoms"
"R07079","Not calculated","Not calculated","Involves groups with unknown energies"
"R07080","Not calculated","Not calculated","Involves groups with unknown energies"
"R07081",-84.31,2.95,
"R07082",0.37,2.48,
"R07083",-5.31,2.61,
"R07084","Not calculated","Not calculated","Involves groups with unknown energies"
"R07085",-85.45,2.73,
"R07086","Not calculated","Not calculated","Involves groups with unknown energies"
"R07087",-80.63,2.82,
"R07088",-106.96,1.82,
"R07089",-90.77,2.28,
"R07090",-108.5,1.8,
"R07091",3.49,1.01,
"R07092","Not calculated","Not calculated","Involves groups with unknown energies"
"R07093","Not calculated","Not calculated","Involves groups with unknown energies"
"R07094","Not calculated","Not calculated","Involves groups with unknown energies"
"R07095",9.17,0.6,
"R07096","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R07097","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R07098",-95.04,2.3,
"R07099",-102.14,2,
"R07100","Not calculated","Not calculated","Involves groups with unknown energies"
"R07101",9.17,0.6,
"R07102",-13.03,2.34,
"R07103","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced"
"R07104",-18.97,1.09,
"R07105",-14.39,1.18,
"R07106",-1.7,0.63,
"R07107","Not calculated","Not calculated","Charge imbalanced"
"R07108",-3.63,1.96,
"R07109",-3.63,1.96,
"R07110",-3.63,1.96,
"R07111",-3.63,1.96,
"R07112","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07113","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07114","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R07115","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies"
"R07116","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07117","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07118","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R07119","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced|Involves compounds with unlabeded atoms"
"R07120","Not calculated","Not calculated","Charge imbalanced"
"R07121",-3.63,1.96,
"R07122",-3.63,1.96,
"R07123","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R07124",-5.76,1.21,
"R07125",-3.09,0.54,
"R07126","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced"
"R07127",-4.5,0.24,
"R07128","Not calculated","Not calculated","Involves unknown structures"
"R07129","Not calculated","Not calculated","Involves unknown structures"
"R07131","Not calculated","Not calculated","Involves unknown structures"
"R07132","Not calculated","Not calculated","Involves unknown structures"
"R07133",2.01,1.7,
"R07134",3.81,1.64,
"R07135",2.9,1.86,
"R07136",6.22,1.1,
"R07137",6.22,1.1,
"R07138",2.3,1.11,
"R07139",6.22,1.1,
"R07140",-6.08,1.16,
"R07141",6.22,1.1,
"R07142",6.22,1.1,
"R07143",3.81,1.64,
"R07144",3.81,1.64,
"R07145",3.57,1.76,
"R07146",2.3,1.11,
"R07147",-2,1.61,
"R07148","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R07149",0.34,1.28,
"R07150",-4.58,2.16,
"R07151","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|Involves compounds with unlabeded atoms"
"R07152",-27.01,1.54,
"R07153","Not calculated","Not calculated","Involves unknown structures"
"R07154","Not calculated","Not calculated","Involves unknown structures"
"R07155","Not calculated","Not calculated","Involves unknown structures"
"R07156",-9.8,1.18,
"R07157","Not calculated","Not calculated","Involves unknown structures"
"R07158","Not calculated","Not calculated","Involves unknown structures"
"R07159","Not calculated","Not calculated","Involves unknown structures"
"R07160",0,"Not calculated",
"R07161","Not calculated","Not calculated","Involves unknown structures"
"R07162","Not calculated","Not calculated","Atoms imbalanced|H imbalanced"
"R07163","Not calculated","Not calculated","Involves unknown structures"
"R07164",8.69,1.31,
"R07165",8.69,1.31,
"R07166","Not calculated","Not calculated","Involves unknown structures"
"R07167","Not calculated","Not calculated","Involves unknown structures"
"R07168",3.79,1.93,
"R07169",15.09,2.77,
"R07170",-25.37,1.64,
"R07171",-31.71,1.26,
"R07172",-31.71,1.26,
"R07173",-3.03,1.13,
"R07174","Not calculated","Not calculated","Involves unknown structures"
"R07175",2.92,2.04,
"R07176",16.6,2.37,
"R07177",0.95,3.4,
"R07178",-1.43,6.47,
"R07179",-1.43,6.47,
"R07180","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07181",-8.47,1.16,
"R07182","Not calculated","Not calculated","Involves unknown structures"
"R07183",-99.25,0.78,
"R07184","Not calculated","Not calculated","Involves groups with unknown energies"
"R07185",-108.28,0.78,
"R07186",-110.08,0.83,
"R07187",-110.08,0.83,
"R07188",-71.68,2.13,
"R07189",-95.83,1.31,
"R07190",-15.4,3.45,
"R07191",-95.83,1.31,
"R07192","Not calculated","Not calculated","Involves unknown structures"
"R07193","Not calculated","Not calculated","Involves unknown structures"
"R07194",-93.88,2.39,
"R07195",-119.34,2.51,
"R07196",-104.37,2.28,
"R07197",-119.34,2.51,
"R07198",-95.54,2.19,
"R07199",-104.91,6.5,
"R07200",-104.91,6.5,
"R07201",-103.25,1.34,
"R07202",-92.58,1.28,
"R07203",-96.19,1.36,
"R07204",-96.19,1.36,
"R07205",-96.19,1.36,
"R07206",-96.19,1.36,
"R07207",-94.39,1.28,
"R07208",-96.19,1.36,
"R07209",-96.19,1.36,
"R07210","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07211",-91.65,3.35,
"R07212",-91.65,3.35,
"R07213",-91.65,3.35,
"R07214",-95.41,6.99,
"R07215",-98.47,2.09,
"R07216",-90.67,1.62,
"R07217",-90.67,1.62,
"R07218","Not calculated","Not calculated","Involves unknown structures"
"R07219",16.2,1.17,
"R07220","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07221",-17.54,0.99,
"R07222",-6.06,3.62,
"R07223","Not calculated","Not calculated","Involves unknown structures"
"R07224",-77.95,2.77,
"R07225",-73.01,5.57,
"R07226","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced"
"R07227","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced"
"R07228","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced"
"R07229","Not calculated","Not calculated","Involves unknown structures"
"R07230","Not calculated","Not calculated","Involves unknown structures"
"R07231",-6.74,2.33,
"R07232","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies"
"R07233","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies"
"R07234","Not calculated","Not calculated","Atoms imbalanced|Charge imbalanced|H imbalanced|Involves groups with unknown energies"
"R07235",-3.53,2.41,
"R07236",-20.64,2.21,
"R07237","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07238","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07239","Not calculated","Not calculated","Involves unknown structures"
"R07240",-4.36,2.22,
"R07241",-36.09,3.54,
"R07242",-4.36,2.22,
"R07243",-13.11,2.63,
"R07244",23.24,3.14,
"R07245",-8.98,0.87,
"R07246",-2.08,1.34,
"R07247",0.65,0.54,
"R07248",0,2,
"R07249","Not calculated","Not calculated","Involves compounds with unlabeded atoms"
"R07250",-5.8,5.35,
