"cid","nH","z","dG0","estimated"
"15755","49","0","-518.030589368809","1"
"15756","61","0","-734.85834523011","1"
"15757","59","0","1135.89640722365","1"
"15761","75","0","-1292.54461910302","1"
"15768","19","0","-872.412447417825","1"
"15769","7","0","-256.681288880807","1"
"15770","7","0","-64.1978120241841","1"
"15771","7","0","-268.962546198637","1"
"15772","17","0","-724.93485054039","1"
"15809","3","0","-391.958827853681","1"
"15809","2","-1","-365.040650839676","1"
"15818","28","0","-317.381282566467","1"
"15823","40","0","-705.349438548409","1"
"15842","44","-1","-376.038795910544","1"
"15842","45","0","-402.956972924549","1"
"15844","88","0","-1591.72032705289","1"
"15846","39","0","-541.710603975372","1"
"15847","82","0","-1970.73302249135","1"
"15847","81","-1","-1943.81484547735","1"
"15857","60","0","1113.19058026624","1"
"15858","56","0","1283.67940781784","1"
"15859","58","0","588.144826435187","1"
"15860","56","0","673.389240210989","1"
"15861","68","0","-72.5922120810186","1"
"15867","54","0","1368.92382159364","1"
"15870","58","0","1035.82251887132","1"
"15874","56","0","1121.06693264713","1"
"15877","58","0","1178.35406994414","1"
"15878","60","0","930.49718099763","1"
"15879","58","0","1015.74159477343","1"
"15881","60","0","1073.02873207045","1"
"15882","46","0","-103.863373365804","1"
"15883","48","0","-145.935780291006","1"
"15884","58","0","958.779261780983","1"
"15885","56","0","844.529791491516","1"
"15886","60","0","1093.10965616834","1"
"15887","62","0","845.252767221828","1"
"15888","64","0","902.539904518846","1"
"15892","60","0","950.578105095523","1"
"15895","62","0","1007.86524239254","1"
"15898","58","0","1035.82251887132","1"
"15900","60","0","1093.10965616834","1"
"15902","62","0","845.252767221828","1"
"15903","58","0","978.860185878876","1"
"15905","60","0","731.003296932362","1"
"15907","58","0","755.923737319421","1"
"15908","52","0","1121.17107724103","1"
"15910","54","0","1041.09309917875","1"
"15911","54","0","873.31418829452","1"
"15914","64","0","212.577149778315","1"
"15919","56","0","367.549034659378","1"
"15923","12","0","-914.231457733719","1"
"15924","12","-1","-1791.85295337167","1"
"15924","11","-2","-1755.47749362002","1"
"15926","12","-1","-1791.85295337167","1"
"15926","11","-2","-1755.47749362002","1"
"15928","54","0","506.882243763492","1"
"15930","11","-1","-1122.69888022672","1"
"15930","12","0","-1149.61705724073","1"
"15932","56","0","219.234396817964","1"
"15933","56","0","515.863672500792","1"
"15935","70","0","125.426089401226","1"
"15937","70","0","-22.8885484401881","1"
"15940","66","0","10.8518148071904","1"
"15941","66","0","-137.462823034223","1"
"15942","64","0","1.87038606989021","1"
"15943","48","0","958.66274666423","1"
"15952","86","0","-508.23358696576","1"
"15954","90","0","-494.299294112466","1"
"15955","94","0","-480.365001259173","1"
"15956","90","0","-642.61393195388","1"
"15957","94","0","-628.679639100587","1"
"15958","98","0","-614.745346247293","1"
"15959","124","0","-1376.9226111705","1"
"15963","128","0","-1362.9883183172","1"
"15964","132","0","-1349.05402546391","1"
"15965","54","0","379.342594208263","1"
"15966","54","0","379.342594208263","1"
"15967","52","0","518.675803312377","1"
"15968","54","0","231.02795636685","1"
"15969","76","0","-1229.77932976968","1"
"15970","30","0","-1146.16513110848","1"
"15980","44","0","-166.745534475839","1"
"15981","56","0","233.027202711728","1"
"15982","80","0","-529.1350262457","1"
"15983","80","0","-677.449664087114","1"
"15984","104","0","-1446.59407543696","1"
"15986","14","0","-386.742335437446","1"
"15987","11","0","-415.988791728056","1"
"15987","10","-1","-389.070614714051","1"
"15988","35","-1","-568.316806863964","1"
"15988","36","0","-595.234983877969","1"
"15989","34","-3","-1409.56284275026","1"
"15989","36","-1","-1472.85647951592","1"
"15989","35","-2","-1436.48101976427","1"
"15990","12","-5","-5730.18228422815","1"
"15990","8","-9","-5584.68044522153","1"
"15990","10","-7","-5657.43136472484","1"
"15990","11","-6","-5693.80682447649","1"
"15990","9","-8","-5621.05590497319","1"
"15990","7","-10","-5548.30498546988","1"
"15991","12","-5","-5730.18228422815","1"
"15991","8","-9","-5584.68044522153","1"
"15991","10","-7","-5657.43136472484","1"
"15991","11","-6","-5693.80682447649","1"
"15991","9","-8","-5621.05590497319","1"
"15991","7","-10","-5548.30498546988","1"
"16014","12","0","264.78624470257","1"
"16015","14","0","17.3706906843536","1"
"16038","12","0","304.522435629159","1"
"16141","24","0","-92.0368438340036","1"
"16142","24","0","-58.3205353193237","1"
"16143","26","0","-357.900138426259","1"
"16144","48","0","716.47510609879","1"
"16145","42","0","972.208347426195","1"
"16146","39","-1","640.983287827521","1"
"16146","40","0","614.065110813516","1"
"16147","50","0","-56.9180201422118","1"
"16148","78","0","-116.555367989329","1"
"16149","7","-1","-597.058031080175","1"
"16149","8","0","-623.97620809418","1"
"16149","6","-2","-570.139854066169","1"
"16150","14","0","61.838493987141","1"
"16151","12","0","-198.364632591224","1"
"16152","6","0","-255.76078285286","1"
"16159","7","-1","-803.270361086017","1"
"16159","8","0","-830.188538100022","1"
"16159","6","-2","-776.352184072011","1"
"16162","64","0","181.360997285566","1"
"16163","62","0","266.605411061368","1"
"16164","66","0","280.539703914661","1"
"16165","64","0","365.784117690463","1"
"16166","68","0","379.718410543756","1"
"16167","72","0","393.65270339705","1"
"16168","70","0","478.897117172851","1"
"16169","66","0","464.962824319558","1"
"16170","70","0","294.473996767955","1"
"16171","74","0","308.408289621248","1"
"16172","72","0","393.65270339705","1"
"16173","68","0","379.718410543756","1"
"16179","68","0","195.29529013886","1"
"16180","70","0","110.050876363058","1"
"16184","34","0","213.980704558868","1"
"16185","36","0","313.159411187963","1"
"16186","8","-1","-1611.77797794616","1"
"16186","7","-2","-1575.4025181945","1"
"16187","16","0","-697.981666443253","1"
"16190","14","0","-353.883723164687","1"
"16203","12","0","-112.049971246444","1"
"16204","10","0","57.2027935128332","1"
"16205","12","0","-42.1455722228258","1"
"16206","10","0","57.2027935128332","1"
"16207","8","0","533.150121668229","1"
"16208","12","0","114.489930809851","1"
"16209","10","0","-375.607101408144","1"
"16209","9","-1","-348.688924394139","1"
"16209","8","-2","-321.770747380134","1"
"16210","10","0","-287.438515907536","1"
"16210","9","-1","-260.52033889353","1"
"16212","7","-1","-252.416721659806","1"
"16212","8","0","-279.334898673811","1"
"16213","8","0","-83.883989310383","1"
"16214","7","-1","-597.058031080175","1"
"16214","8","0","-623.97620809418","1"
"16214","6","-2","-570.139854066169","1"
"16215","7","-1","-828.111577629346","1"
"16215","8","0","-855.029754643351","1"
"16215","6","-2","-801.19340061534","1"
"16216","68","0","-188.621714331305","1"
"16217","70","0","-231.897811752035","1"
"16218","68","0","10.8721697339629","1"
"16225","16","0","-549.66702860184","1"
"16227","12","0","-693.423143587521","1"
"16228","12","0","-693.423143587521","1"
"16232","12","0","-467.620956794744","1"
"16233","12","0","-615.935594636158","1"
"16235","7","0","-465.6537212211","1"
"16235","6","-1","-438.735544207095","1"
"16245","10","0","-1100.34718544054","1"
"16245","9","-1","-1073.42900842653","1"
"16256","42","0","89.3333637222575","1"
"16257","44","0","-153.436617763741","1"
"16263","10","0","-491.257578635332","1"
"16263","9","-1","-464.339401621327","1"
"16264","10","0","-687.489504888803","1"
"16264","9","-1","-660.571327874798","1"
"16264","8","-2","-633.653150860793","1"
"16267","5","-1","-705.380556263246","1"
"16267","6","0","-732.298733277252","1"
"16268","40","0","-526.487128861515","1"
"16270","56","0","929.367209848911","1"
"16271","66","0","268.630171332706","1"
"16272","10","0","-635.564643577","1"
"16272","9","-1","-608.646466562995","1"
"16273","44","0","-429.753039161263","1"
"16274","56","0","643.40332205602","1"
"16275","76","0","-366.620393331183","1"
"16276","56","0","374.35965816072","1"
"16277","58","0","978.860185878876","1"
"16278","60","0","674.040963939913","1"
"16279","58","0","531.182493442738","1"
"16280","58","0","554.732907199557","1"
"16281","7","0","165.884853419972","1"
"16281","6","-1","213.704853419986","1"
"16282","56","0","-56.6198905786779","1"
"16284","56","0","-204.934528420092","1"
"16287","14","0","-701.219139614097","1"
"16291","58","0","303.079609169762","1"
"16297","27","0","-1245.9985010404","1"
"16297","26","-1","-1219.08032402639","1"
"16300","27","-1","87.7119836596359","1"
"16300","28","0","60.7938066456307","1"
"16308","18","-2","-541.049195826323","1"
"16308","19","-1","-567.967372840329","1"
"16308","20","0","-594.885549854334","1"
"16309","19","-1","-316.279445250063","1"
"16309","20","0","-343.197622264068","1"
"16310","10","0","-26.8572642112696","1"
"16311","19","-1","-316.279445250063","1"
"16311","20","0","-343.197622264068","1"
"16316","29","-1","-155.057997826362","1"
"16316","30","0","-181.976174840368","1"
"16317","18","0","-500.943550801261","1"
"16317","17","-1","-474.025373787256","1"
"16318","20","0","-453.902505943765","1"
"16319","27","-1","-17.6932062925975","1"
"16319","28","0","-44.6113833066026","1"
"16320","27","-1","-17.6932062925975","1"
"16320","28","0","-44.6113833066026","1"
"16322","15","-1","-422.425298305805","1"
"16322","16","0","-449.34347531981","1"
"16323","14","0","79.2885888444723","1"
"16324","27","-1","-29.6359563247635","1"
"16324","28","0","-56.5541333387686","1"
"16325","27","-1","-289.878335849257","1"
"16325","28","0","-316.796512863262","1"
"16326","29","-1","-155.057997826362","1"
"16326","30","0","-181.976174840368","1"
"16327","64","0","-253.329067825643","1"
"16328","62","0","-168.084654049842","1"
"16329","64","0","-410.85463553584","1"
"16330","62","0","-367.57853811511","1"
"16331","60","0","-267.263360678937","1"
"16332","58","0","-182.018946903135","1"
"16333","60","0","-424.788928389134","1"
"16334","58","0","-381.512830968403","1"
"16335","56","0","-281.19765353223","1"
"16336","54","0","-195.953239756429","1"
"16337","56","0","-438.723221242427","1"
"16338","54","0","-395.447123821697","1"
"16339","52","0","-295.131946385524","1"
"16340","52","0","673.493384804897","1"
"16342","29","-1","-155.057997826362","1"
"16342","30","0","-181.976174840368","1"
"16343","28","0","220.270174033448","1"
"16344","27","-1","-4.49957654281248","1"
"16344","28","0","-31.4177535568176","1"
"16346","29","-1","-155.057997826362","1"
"16346","30","0","-181.976174840368","1"
"16347","54","0","664.407811473688","1"
"16349","36","-1","-1675.05262836815","1"
"16349","37","0","-1701.97080538215","1"
"16352","15","0","-672.346282861097","1"
"16353","6","0","-122.494970843656","1"
"16355","6","0","-327.259705018108","1"
"16356","8","0","-258.982832193448","1"
"16357","6","0","-65.4231271752901","1"
"16358","6","0","-65.4231271752901","1"
"16359","6","0","-270.187861349743","1"
"16360","8","0","-258.982832193448","1"
"16361","10","0","-190.705959368787","1"
"16363","6","0","-241.739634388793","1"
"16368","27","0","-1041.23376686594","1"
"16368","26","-1","-1014.31558985194","1"
"16371","36","-1","-1879.8173625426","1"
"16371","37","0","-1906.7355395566","1"
"16374","68","0","564.141530948653","1"
"16375","70","0","321.371549462655","1"
"16376","68","0","364.647646883385","1"
"16386","14","0","61.838493987141","1"
"16387","70","0","478.897117172851","1"
"16388","72","0","236.127135686853","1"
"16389","70","0","279.403233107584","1"
"16390","10","0","-879.458409900213","1"
"16390","9","-1","-852.540232886207","1"
"16390","8","-2","-825.622055872202","1"
"16399","11","0","-188.327924909253","1"
"16399","13","2","-225.415128451881","1"
"16399","12","1","-206.871526680567","1"
"16400","11","0","21.2601288388553","1"
"16400","13","2","-15.8270747037727","1"
"16400","12","1","2.71652706754128","1"
"16400","14","3","-34.3706764750867","1"
"16401","8","0","-471.807913233253","1"
"16404","12","0","-303.910286505628","1"
"16405","14","0","-656.152617557516","1"
"16406","22","0","-1169.41205919629","1"
"16407","22","0","-1169.41205919629","1"
"16408","22","0","-1374.17679337074","1"
"16409","20","0","-1184.16118311688","1"
"16410","20","0","-1388.92591729133","1"
"16415","14","0","-698.818707407232","1"
"16416","20","0","-444.601250724008","1"
"16417","22","0","-387.31411342699","1"
"16418","14","0","-559.580724967637","1"
"16419","14","0","-205.569085323273","1"
"16422","24","0","-1275.83559218838","1"
"16423","32","0","-1674.42391688989","1"
"16424","23","-2","-2581.49872398174","1"
"16424","21","-4","-2520.4754370599","1"
"16424","22","-3","-2545.12326423009","1"
"16426","23","-1","-1715.57532702551","1"
"16426","21","-3","-1654.55204010366","1"
"16426","22","-2","-1679.19986727385","1"
"16427","22","0","52.6173927388709","1"
"16427","23","1","27.9695655686802","1"
"16428","23","-2","-2737.22390480435","1"
"16428","21","-4","-2676.2006178825","1"
"16428","22","-3","-2700.84844505269","1"
"16429","23","-1","-1871.30050784811","1"
"16429","21","-3","-1810.27722092627","1"
"16429","22","-2","-1834.92504809646","1"
"16430","21","-2","-944.353823970032","1"
"16430","23","0","-1005.37711089188","1"
"16430","22","-1","-969.001651140223","1"
"16431","22","0","-103.107788083733","1"
"16431","23","1","-127.755615253924","1"
"16432","10","0","-567.569381977512","1"
"16432","9","-1","-540.651204963507","1"
"16433","5","-2","-675.20033470146","1"
"16433","8","1","-747.580290500784","1"
"16433","7","0","-720.662113486779","1"
"16433","6","-1","-693.743936472774","1"
"16434","14","1","-377.303147922404","1"
"16434","12","-1","-331.841369137085","1"
"16434","13","0","-350.384970908399","1"
"16435","8","-1","-608.48320910414","1"
"16435","9","0","-635.401386118145","1"
"16436","11","0","-357.352117335046","1"
"16436","10","-1","-338.808515563732","1"
"16436","12","1","-384.270294349051","1"
"16438","7","-1","-506.967915096262","1"
"16438","8","0","-525.511516867576","1"
"16438","9","1","-552.429693881581","1"
"16439","14","1","-377.303147922404","1"
"16439","12","-1","-331.841369137085","1"
"16439","13","0","-350.384970908399","1"
"16440","13","-1","-321.41014904806","1"
"16440","16","2","-385.415529604693","1"
"16440","14","0","-339.953750819374","1"
"16440","15","1","-358.497352590688","1"
"16441","21","-2","-944.353823970032","1"
"16441","23","0","-1005.37711089188","1"
"16441","22","-1","-969.001651140223","1"
"16443","24","0","-272.640356897645","1"
"16443","25","1","-297.288184067836","1"
"16444","13","1","219.126491179307","1"
"16444","14","2","200.582889407993","1"
"16444","12","0","237.670092950621","1"
"16445","24","-1","-1049.0796292025","1"
"16445","25","0","-1085.45508895416","1"
"16445","23","-2","-1024.43180203231","1"
"16447","24","0","-183.185766146013","1"
"16447","25","1","-207.833593316204","1"
"16448","25","0","-601.868998820135","1"
"16449","22","0","-103.107788083733","1"
"16449","23","1","-127.755615253924","1"
"16450","6","0","172.95661224029","1"
"16461","15","-1","-152.44766050737","1"
"16461","16","0","-179.365837521375","1"
"16462","18","0","-259.443815583655","1"
"16462","17","-1","-232.52563856965","1"
"16464","52","0","-53.632211167918","1"
"16465","50","0","26.4457668943619","1"
"16466","48","0","-173.048440996439","1"
"16468","44","0","12.5111502155358","1"
"16469","46","0","-230.258831270463","1"
"16470","46","0","-72.7332635602657","1"
"16471","44","0","-186.982733849732","1"
"16488","23","-1","-1076.02149765635","1"
"16488","24","0","-1094.56509942766","1"
"16488","25","1","-1121.48327644166","1"
"16489","24","-1","-1962.72931232796","1"
"16489","23","-2","-1935.81113531396","1"
"16489","25","0","-1999.10477207962","1"
"16489","22","-3","-1917.26753354264","1"
"16492","22","0","-1227.71753953317","1"
"16502","23","-1","-39.3343371994488","1"
"16502","24","0","-66.252514213454","1"
"16503","26","0","-19.2114693559582","1"
"16504","23","-1","-208.369562944364","1"
"16504","24","0","-235.287739958369","1"
"16505","28","0","-424.593926012669","1"
"16506","26","0","-471.634970870165","1"
"16506","25","-1","-444.71679385616","1"
"16507","28","-1","-1302.21542165062","1"
"16507","27","-2","-1265.83996189897","1"
"16508","26","0","-343.971875923477","1"
"16513","34","0","173.906806128019","1"
"16513","33","-1","200.824983142025","1"
"16519","15","-1","-1558.05303573418","1"
"16519","16","0","-1584.97121274818","1"
"16519","13","-3","-1504.21668170617","1"
"16519","14","-2","-1531.13485872017","1"
"16521","8","0","172.956936065823","1"
"16522","34","0","-10.5163142768773","1"
"16522","33","-1","16.4018627371278","1"
"16525","35","-1","-68.8425510386738","1"
"16525","36","0","-95.7607280526789","1"
"16526","37","-1","-154.086964814475","1"
"16526","38","0","-181.00514182848","1"
"16527","35","-1","115.580569366223","1"
"16527","36","0","88.6623923522178","1"
"16528","78","0","-46.5036583352516","1"
"16529","82","0","-32.5693654819581","1"
"16530","72","0","24.8064625872565","1"
"16531","76","0","38.74075544055","1"
"16532","80","0","52.6750482938435","1"
"16533","39","-1","-54.9082581853802","1"
"16533","40","0","-81.8264351993854","1"
"16534","37","-1","30.3361555904213","1"
"16534","38","0","3.41797857641619","1"
"16535","37","-1","-246.298525016924","1"
"16535","38","0","-273.216702030929","1"
"16536","31","-1","-174.988404094416","1"
"16536","32","0","-201.906581108421","1"
"16537","29","-1","-274.167110723511","1"
"16537","30","0","-301.085287737516","1"
"16538","12","0","-765.916819892305","1"
"16544","29","0","433.694077012074","1"
"16546","27","0","421.859934171396","1"
"16547","27","0","217.095199996943","1"
"16548","25","0","468.755660670254","1"
"16548","26","1","450.21205889894","1"
"16549","27","0","264.334366461199","1"
"16565","22","1","-38.2260512038869","1"
"16565","23","2","-56.7696529752009","1"
"16565","21","0","-19.6824494325729","1"
"16570","11","0","-144.759571959966","1"
"16570","12","1","-163.30317373128","1"
"16571","8","-1","-271.219897384187","1"
"16571","9","0","-289.763499155501","1"
"16571","10","1","-316.681676169507","1"
"16574","26","0","-398.782823672118","1"
"16579","7","-1","-967.913164187356","1"
"16579","8","0","-994.831341201361","1"
"16579","5","-3","-914.076810159345","1"
"16579","6","-2","-940.994987173351","1"
"16582","14","0","-536.020082666554","1"
"16583","9","-3","-1154.96655267921","1"
"16583","10","-2","-1181.88472969322","1"
"16583","11","-1","-1208.80290670722","1"
"16583","12","0","-1235.72108372123","1"
"16584","14","0","-573.005905956772","1"
"16586","13","0","-262.535669085861","1"
"16587","11","0","-213.265797285671","1"
"16588","10","0","-829.215166052835","1"
"16588","9","-1","-802.29698903883","1"
"16588","8","-2","-775.378812024825","1"
"16589","10","-2","-768.411665598178","1"
"16589","11","-1","-795.329842612183","1"
"16589","12","0","-822.248019626189","1"
"16590","11","-1","-436.359591159098","1"
"16590","12","0","-463.277768173103","1"
"16591","11","0","-464.953724875936","1"
"16591","10","-1","-438.035547861931","1"
"16592","8","0","139.267087548991","1"
"16593","13","-1","-299.238258835945","1"
"16593","12","-2","-251.418258835931","1"
"16593","14","0","-326.15643584995","1"
"16595","11","0","-62.888873720231","1"
"16596","9","0","-58.0965699880407","1"
"16597","9","-3","-1144.71320950518","1"
"16597","10","-2","-1171.63138651918","1"
"16597","11","-1","-1198.54956353319","1"
"16597","12","0","-1225.46774054719","1"
"16598","13","-1","-1201.83576028058","1"
"16598","11","-3","-1147.99940625257","1"
"16598","14","0","-1228.75393729458","1"
"16598","12","-2","-1174.91758326657","1"
"16600","13","-1","-1191.58241710654","1"
"16600","11","-3","-1137.74606307853","1"
"16600","14","0","-1218.50059412054","1"
"16600","12","-2","-1164.66424009253","1"
"16601","12","0","298.367398404747","1"
"16602","12","0","298.367398404747","1"
"16603","12","0","93.6026642302942","1"
"16604","11","0","310.178406795272","1"
"16605","9","0","428.424221686753","1"
"16606","10","0","128.943720343485","1"
"16613","3","-1","-104.253530051046","1"
"16613","4","0","-152.073530051059","1"
"16614","6","0","86.3887918713097","1"
"16615","13","-2","-1292.14382185801","1"
"16615","14","-1","-1328.51928160966","1"
"16616","10","-4","-1939.18007238769","1"
"16616","12","-2","-2023.37553213936","1"
"16616","11","-3","-1987.00007238771","1"
"16617","12","-3","-2889.29892909559","1"
"16617","10","-5","-2805.10346934393","1"
"16617","11","-4","-2852.92346934394","1"
"16618","10","-3","-1278.02140960591","1"
"16618","12","-1","-1362.21686935758","1"
"16618","11","-2","-1325.84140960592","1"
"16619","13","-1","-1261.97926616705","1"
"16619","12","-2","-1225.6038064154","1"
"16619","11","-3","-1177.78380641539","1"
"16620","15","-1","-1433.04641259359","1"
"16620","14","-2","-1396.67095284194","1"
"16623","7","-1","-322.372219540508","1"
"16623","8","0","-349.290396554513","1"
"16637","10","-1","-1466.59520373516","1"
"16637","9","-2","-1430.2197439835","1"
"16639","10","0","-744.698888919807","1"
"16640","26","0","-228.651381977794","1"
"16644","14","0","-458.75250657092","1"
"16645","74","0","123.985169216352","1"
"16647","12","-1","-219.710904163176","1"
"16647","13","0","-246.629081177181","1"
"16648","13","-1","-228.46888556851","1"
"16648","14","0","-255.387062582515","1"
"16649","15","-1","-482.263090307827","1"
"16649","16","0","-509.181267321833","1"
"16650","15","-1","-480.462703420235","1"
"16650","16","0","-507.38088043424","1"
"16651","15","-1","-482.263090307827","1"
"16651","16","0","-509.181267321833","1"
"16652","13","-1","-438.986992887097","1"
"16652","14","0","-465.905169901102","1"
"16653","13","-1","-244.659544535351","1"
"16653","14","0","-271.577721549356","1"
"16654","13","-1","-239.493108821829","1"
"16654","14","0","-266.411285835834","1"
"16655","13","-1","-438.986992887097","1"
"16655","14","0","-465.905169901102","1"
"16656","11","-1","-148.39090750623","1"
"16656","12","0","-175.309084520235","1"
"16657","10","-2","-662.929728622951","1"
"16657","11","-1","-689.847905636956","1"
"16657","12","0","-716.766082650962","1"
"16658","13","-1","-682.88075921031","1"
"16658","14","0","-709.798936224315","1"
"16658","12","-2","-655.962582196305","1"
"16659","23","0","366.270057490483","1"
"16660","21","0","177.965631360755","1"
"16661","29","0","7.40272888761093","1"
"16662","27","0","54.2984553864686","1"
"16662","28","1","35.7548536151547","1"
"16665","29","-1","-275.967497611103","1"
"16665","30","0","-302.885674625108","1"
"16666","11","0","-201.125208560351","1"
"16666","12","1","-219.668810331665","1"
"16667","60","0","-625.131952372346","1"
"16671","7","0","-437.603665662341","1"
"16671","6","-1","-410.685488648336","1"
"16673","10","0","-518.544370440929","1"
"16673","11","1","-545.462547454934","1"
"16673","9","-1","-500.000768669615","1"
"16675","9","0","-78.8177384615059","1"
"16675","10","1","-97.3613402328199","1"
"16677","27","-1","-351.724516617476","1"
"16677","28","0","-378.642693631481","1"
"16678","26","0","-90.9948466859536","1"
"16678","25","-1","-64.0766696719484","1"
"16679","27","-1","-359.135059598666","1"
"16679","28","0","-386.053236612671","1"
"16681","28","0","21.3598718001984","1"
"16682","30","0","-27.9099999999924","1"
"16683","28","0","111.423209104121","1"
"16688","21","-2","-2418.56205088632","1"
"16688","22","-1","-2454.93751063797","1"
"16689","25","-3","-1571.00389126591","1"
"16689","26","-2","-1607.37935101757","1"
"16692","21","-1","-1297.88821469863","1"
"16692","22","0","-1324.80639171264","1"
"16693","18","0","-245.041816027929","1"
"16694","16","0","281.393550256611","1"
"16695","82","0","659.86477043544","1"
"16699","16","-1","-2236.30032754424","1"
"16699","15","-2","-2199.92486779258","1"
"16699","14","-3","-2173.00669077858","1"
"16700","6","0","-373.498488081214","1"
"16701","17","0","-320.137269716036","1"
"16702","19","0","-262.850132419019","1"
"16704","17","0","-444.860667182333","1"
"16705","19","0","-387.573529885316","1"
"16706","10","0","-154.799461053468","1"
"16707","27","0","-455.985829816627","1"
"16710","25","0","-374.816371913301","1"
"16712","24","1","-409.368648714219","1"
"16712","23","0","-390.825046942905","1"
"16715","7","0","-267.421130745504","1"
"16715","6","-1","-240.502953731499","1"
"16716","7","0","-71.9702213820763","1"
"16719","14","1","-12.8181410242734","1"
"16719","13","0","5.72546074704053","1"
"16721","17","0","-297.565327408796","1"
"16737","10","0","-942.821617730341","1"
"16737","9","-1","-915.903440716335","1"
"16741","13","-1","-478.935716758257","1"
"16741","16","2","-542.94109731489","1"
"16741","14","0","-497.479318529571","1"
"16741","15","1","-516.022920300885","1"
"16742","13","-1","-478.935716758257","1"
"16742","16","2","-542.94109731489","1"
"16742","14","0","-497.479318529571","1"
"16742","15","1","-516.022920300885","1"
"16743","13","-2","-1338.72535441587","1"
"16743","12","-3","-1320.18175264456","1"
"16743","15","0","-1384.18713320119","1"
"16743","16","1","-1420.56259295284","1"
"16743","14","-1","-1357.26895618718","1"
"16744","14","0","-723.430377376838","1"
"16745","12","0","-681.357970451636","1"
"16746","55","0","-660.892456660697","1"
"16759","11","0","-399.684216544128","1"
"16759","10","-1","-381.140614772814","1"
"16759","12","1","-426.602393558134","1"
"16760","12","0","-213.510143532595","1"
"16772","18","0","-429.750263322222","1"
"16773","26","0","-572.084791194287","1"
"16774","26","0","-542.042320557505","1"
"16775","24","0","-57.755827814468","1"
"16776","24","0","-24.039519299788","1"
"16780","30","0","-519.044478264043","1"
"16781","30","0","-830.146670019226","1"
"16782","35","0","-214.426926803659","1"
"16784","68","0","-1463.41984489874","1"
"16785","62","0","-947.909664864578","1"
"16786","31","0","24.431844401977","1"
"16788","16","0","-313.565590140873","1"
"16789","7","0","112.238595980472","1"
"16793","63","-1","-315.051576068305","1"
"16793","64","0","-341.96975308231","1"
"16794","37","-1","-248.098911904516","1"
"16794","38","0","-275.017088918521","1"
"16795","27","-1","-535.800794563656","1"
"16795","28","0","-562.718971577661","1"
"16796","10","0","-123.21648778033","1"
"16797","39","-1","-1861.72390938675","1"
"16797","40","0","-1888.64208640076","1"
"16798","39","-1","-1861.72390938675","1"
"16798","40","0","-1888.64208640076","1"
"16799","32","0","-1577.89366845419","1"
"16800","32","0","-1422.16848763158","1"
"16801","32","0","-1422.16848763158","1"
"16802","30","0","-1288.96538399014","1"
"16803","28","0","-1336.22318829731","1"
"16804","10","0","-304.864414165396","1"
"16808","22","0","-1166.1666014989","1"
"16814","24","0","-33.2479958742073","1"
"16817","7","0","220.269438711443","1"
"16817","6","-1","268.089438711457","1"
"16821","11","0","-460.251930462607","1"
"16823","32","0","7.44949577492657","1"
"16825","22","0","-708.022196555874","1"
"16826","25","-3","-1571.00389126591","1"
"16826","26","-2","-1607.37935101757","1"
"16827","18","0","-992.22610582366","1"
"16828","5","-1","-99.5187231947596","1"
"16828","6","0","-126.436900208765","1"
"16829","24","0","-107.827278998926","1"
"16831","13","-1","-154.51696971791","1"
"16831","14","0","-173.060571489224","1"
"16831","15","1","-199.978748503229","1"
"16833","46","1","-7.62420551101872","1"
"16833","45","0","10.9193962602952","1"
"16834","12","0","-168.338696213909","1"
"16835","6","0","-232.491279862778","1"
"16836","19","-1","-606.676692085292","1"
"16836","20","0","-633.594869099297","1"
"16837","13","1","-522.317600484221","1"
"16837","11","-1","-476.855821698902","1"
"16837","12","0","-495.399423470215","1"
"16843","13","0","-899.145174824809","1"
"16848","10","-1","-1582.54312142454","1"
"16848","9","-2","-1546.16766167289","1"
"16849","4","-1","-1280.59926401703","1"
"16849","3","-2","-1244.22380426538","1"
"16850","14","1","-797.836220318025","1"
"16850","12","-1","-752.374441532706","1"
"16850","13","0","-770.918043304019","1"
"16861","50","0","-420.929595408856","1"
"16873","30","0","78.7887420308088","1"
"16884","10","0","-646.082158883553","1"
"16891","44","0","41.885891887255","1"
"16896","12","0","-220.35354597101","1"
"16906","12","0","-26.907394145703","1"
"16915","34","0","-1215.17222182132","1"
"16924","12","0","207.461120792089","1"
"16928","12","0","233.561378685475","1"
"16929","14","0","-61.9227680036975","1"
"16930","10","0","47.9244849980662","1"
"16933","7","0","-93.8381184574996","1"
"16940","12","0","-672.385690969196","1"
"16941","42","0","-2082.34499968994","1"
"16947","22","0","-184.548269716657","1"
"16949","22","0","61.8110645439447","1"
"16951","32","0","-644.062360933929","1"
"16955","14","0","-29.8007276353584","1"
"16956","33","0","327.849149587398","1"
"16964","18","0","-878.740664223158","1"
"16966","22","0","71.8041972103707","1"
"16975","16","0","-200.767794713105","1"
"16978","22","0","-964.647325021834","1"
"16982","10","0","-593.160543287751","1"
"16985","22","1","-702.879512152641","1"
"16985","21","0","-684.335910381327","1"
"16986","32","0","-626.284222864147","1"
"16989","22","0","-923.593261136497","1"
"16993","16","0","-68.1930487425857","1"
"16995","34","0","-247.077096453373","1"
"16999","18","0","-628.059093431968","1"
"16999","17","-1","-601.140916417963","1"
"17010","15","-1","-879.617961669255","1"
"17010","16","0","-906.536138683261","1"
"17016","14","0","634.000279036976","1"
"17018","7","-1","-457.181455834258","1"
"17018","8","0","-484.099632848264","1"
