cid, nH, z, dG0
819, 11, 1, -545.462547454934
819, 9, -1, -500.000768669615
820, 8, -1, -501.500842812983
820, 9, 0, -520.044444584297
820, 10, 1, -546.962621598302
822, 8, -1, -177.932690656722
822, 9, 0, -196.476292428036
822, 10, 1, -223.394469442041
823, 34, 0, -91.7000855207943
825, 42, 5, -1786.17218396577
825, 41, 4, -1767.62858219446
825, 38, 1, -1711.99777688052
825, 40, 3, -1749.08498042314
825, 37, 0, -1693.4541751092
825, 39, 2, -1730.54137865183
826, 14, 1, -1031.65585123819
826, 12, -1, -977.819497210176
826, 13, 0, -1004.73767422418
826, 11, -2, -959.275895438862
827, 40, 0, -336.405008151737
828, 24, 0, 584.138183611108
829, 8, 0, 325.645479038522
830, 2, 0, -857.083751759422
830, 1, -1, -830.165574745417
830, 0, -2, -803.247397731412
832, 47, 2, -2221.74584835412
832, 50, 5, -2277.37665366807
832, 46, 1, -2203.20224658281
832, 45, 0, -2184.6586448115
832, 48, 3, -2240.28945012544
832, 49, 4, -2258.83305189675
835, 11, 0, -265.458930154444
836, 40, 1, -247.004515835172
836, 39, 0, -228.460914063858
837, 18, 0, -1104.42748292691
837, 19, 1, -1122.97108469822
837, 20, 2, -1141.51468646954
843, 18, 0, -271.964485104414
846, 7, -1, -809.264135465477
846, 8, 0, -836.182312479482
846, 6, -2, -782.345958451472
847, 8, -1, -621.459731227723
847, 9, 0, -648.377908241728
849, 8, 0, -337.65
852, 18, 0, -1702.50305597403
852, 17, -1, -1675.58487896003
854, 12, 0, -600.501616831317
855, 11, 0, -502.919999999896
855, 10, -1, -484.376398228582
855, 12, 1, -529.838177013901
860, 11, 0, -66.1176989115483
860, 12, 1, -84.6613006828623
861, 12, 0, -748.197723207319
869, 34, 0, -394.433318747042
869, 33, -1, -367.515141733037
872, 3, -2, -682.167481128106
872, 6, 1, -754.547436927431
872, 4, -1, -700.71108289942
872, 5, 0, -727.629259913426
877, 40, 0, -86.6678802390918
878, 10, 0, -999.058635957178
878, 9, -1, -972.140458943173
879, 10, 0, -1352.0351130308
879, 9, -1, -1325.1169360168
879, 8, -2, -1298.19875900279
880, 11, -1, -1122.69888022672
880, 12, 0, -1149.61705724073
881, 13, 0, -489.877573088067
883, 32, 0, -2235.70553476613
885, 10, 0, -998.531292763276
885, 9, -1, -971.613115749271
885, 8, -2, -944.694938735266
887, 0, 0, 104.2
888, 44, 0, -164.945147588247
894, 38, 0, -82.6108034124194
897, 22, 0, -1574.96849624992
898, 5, -1, -1024.0000934497
898, 6, 0, -1050.9182704637
898, 4, -2, -997.081916435693
899, 30, 0, -27.9099999999924
900, 7, -1, -627.667343051272
900, 8, 0, -654.585520065277
902, 10, 0, -478.039075866803
902, 9, -1, -451.120898852798
903, 8, 0, 135.209686896786
904, 42, 0, -692.667681972752
904, 41, -1, -665.749504958747
905, 10, 0, -1118.99703227389
905, 9, -1, -1092.07885525988
906, 8, 0, -288.46479817148
908, 40, 1, -1337.07164302318
908, 41, 2, -1355.6152447945
908, 42, 3, -1374.15884656581
908, 39, 0, -1318.52804125187
908, 43, 4, -1392.70244833713
909, 29, -1, 34.0106951107518
909, 30, 0, 7.09251809674664
913, 8, 1, 324.632776444882
913, 7, 0, 349.280603615073
915, 22, 0, 705.5324398478
920, 50, -1, -35.85
921, 13, -1, -243.179300868026
921, 14, 0, -270.097477882032
922, 7, -1, -623.703896602438
922, 8, 0, -650.622073616443
922, 6, -2, -596.785719588432
928, 5, -1, -110.754112193096
928, 6, 0, -158.574112193109
931, 13, -1, -678.677287522076
931, 15, 1, -732.513641550087
931, 14, 0, -705.595464536081
931, 12, -2, -660.133685750762
936, 12, 0, -914.231457733719
937, 6, 0, -290.528684977208
939, 14, 0, -103.418774026709
939, 15, 1, -128.066601196899
940, 7, 0, -647.998862286926
940, 6, -1, -621.080685272921
944, 10, 0, -1132.09582676411
944, 9, -1, -1105.17764975011
946, 13, -1, -1065.10486644073
946, 14, 0, -1101.48032619238
946, 12, -2, -1040.45703927054
950, 8, -2, -177.659750636838
950, 9, -1, -225.479750636852
950, 10, 0, -273.299750636865
954, 8, -1, -126.242155533195
954, 9, 0, -153.1603325472
955, 11, 0, 49.257723242875
956, 11, 0, -706.727820633485
956, 12, 1, -733.64599764749
956, 10, -1, -679.80964361948
956, 9, -2, -661.266041848166
957, 2, -2, -393.536314831985
957, 3, -1, -441.356314831998
957, 4, 0, -468.274491846004
959, 31, -1, -419.505245921317
959, 32, 0, -446.423422935322
962, 12, 0, -914.231457733719
964, 16, 0, -319.183788963803
966, 10, 0, -647.61837363863
966, 9, -1, -620.700196624625
969, 6, 0, -288.728298089616
971, 7, 0, -183.517850036417
974, 12, 0, -615.935594636158
975, 2, -2, -922.170374086934
975, 3, -1, -949.08855110094
975, 4, 0, -976.006728114945
977, 14, 1, 37.2442550411753
977, 13, 0, 55.7878568124893
979, 8, -1, -655.077466857969
979, 9, 0, -673.621068629283
979, 10, 1, -700.539245643288
984, 12, 0, -914.231457733719
986, 10, 0, -9.2861418417342
986, 11, 1, -27.8297436130482
986, 12, 2, -46.3733453843622
988, 2, -3, -1361.71123097882
988, 4, -1, -1425.00486774448
988, 3, -2, -1388.62940799283
989, 7, -1, -506.530902239229
989, 8, 0, -533.449079253235
990, 13, 1, -185.518923954663
990, 12, 0, -166.975322183349
994, 13, -1, -1406.24227484565
994, 14, 0, -1433.16045185966
994, 12, -2, -1379.32409783165
1002, 12, -1, -1791.85295337167
1002, 11, -2, -1755.47749362002
1004, 7, -1, -178.184707398392
1004, 8, 0, -205.102884412397
1005, 7, -1, -1397.51
1005, 6, -2, -1360.75
1007, 22, 0, -593.644686063504
1010, 3, -1, -572.964693987467
1010, 4, 0, -599.882871001472
1011, 42, 0, -692.667681972752
1011, 41, -1, -665.749504958747
1012, 10, 0, -452.021673265002
1013, 5, -1, -518.4
1014, 12, 0, -254.9092730931
1015, 8, -1, -756.797846945554
1015, 9, 0, -783.716023959559
1017, 13, 1, -362.67107575248
1017, 11, -1, -317.209296967161
1017, 12, 0, -335.752898738475
1018, 12, 0, -758.506276911115
1019, 12, 0, -758.506276911115
1020, 4, -1, -381.589736554715
1020, 5, 0, -408.50791356872
1023, 41, 0, -2155.06361036163
1023, 43, 2, -2192.15081390426
1023, 42, 1, -2173.60721213295
1024, 41, -5, -2916.30870515533
1024, 40, -6, -2889.39052814132
1024, 43, -3, -2970.14505918334
1024, 46, 0, -3050.89959022535
1024, 38, -8, -2835.55417411331
1024, 45, -1, -3023.98141321135
1024, 39, -7, -2862.47235112732
1024, 42, -4, -2943.22688216933
1024, 44, -2, -2997.06323619734
1026, 8, -1, -233.64519701647
1026, 9, 0, -260.563374030475
1028, 13, -1, -530.998202796169
1028, 14, 0, -549.541804567483
1028, 15, 1, -576.459981581488
1033, 44, 0, -166.745534475839
1035, 11, 0, -406.250842454805
1035, 10, -1, -387.707240683491
1035, 12, 1, -433.16901946881
1036, 7, -1, -824.334899125848
1036, 8, 0, -851.253076139853
1036, 6, -2, -797.416722111843
1037, 21, 1, -339.396300198341
1037, 22, 2, -366.314477212346
1037, 19, -1, -302.309096655713
1037, 20, 0, -320.852698427027
1040, 10, 0, -890.465006471167
1043, 7, -1, -396.637837009946
1043, 8, 0, -423.556014023951
1046, 11, 0, -768.965268801681
1046, 10, -1, -742.047091787676
1046, 9, -2, -715.128914773671
1048, 18, -1, -854.569277369253
1048, 17, -2, -818.193817617599
1053, 10, 0, -641.62459925917
1053, 9, -1, -614.706422245164
1054, 50, 0, 462.195466578074
1056, 14, 0, -142.926240187312
1059, 5, 0, -213.057004205292
1061, 7, -1, -824.334899125848
1061, 8, 0, -851.253076139853
1061, 6, -2, -797.416722111843
1062, 10, 0, -1106.34095982
1062, 9, -1, -1079.42278280599
1063, 45, -1, -482.235914333627
1063, 46, 0, -509.154091347632
1066, 8, 0, -173.520560781676
1068, 12, -1, -1674.26207580506
1068, 11, -2, -1637.8866160534
1077, 11, 0, -666.653922202636
1077, 10, -1, -648.110320431322
1077, 12, 1, -693.572099216641
1083, 22, 0, -1582.76
1087, 7, -1, -859.507379312854
1087, 8, 0, -886.425556326859
1087, 6, -2, -832.589202298849
1088, 10, 0, -893.312526849435
1088, 9, -1, -866.39434983543
1088, 8, -2, -839.476172821425
1089, 7, -1, -508.331289126822
1089, 8, 0, -535.249466140827
1092, 16, -1, -423.389013259018
1092, 17, 0, -441.932615030332
1092, 18, 1, -468.850792044337
1093, 20, 0, -1570.17619251773
1094, 12, -1, -1794.20047212177
1094, 11, -2, -1757.82501237011
1095, 9, -3, -2451.86832176234
1095, 10, -2, -2488.243781514
1096, 13, -2, -1790.86
1096, 14, -1, -1827.51
1097, 12, -1, -1794.20047212177
1097, 11, -2, -1757.82501237011
1099, 12, -1, -1625.81921884527
1099, 11, -2, -1589.44375909362
1100, 10, -2, -907.363734797847
1100, 11, -1, -925.907336569161
1100, 12, 0, -962.282796320815
1101, 10, -1, -1630.98597838433
1101, 9, -2, -1594.61051863267
1102, 8, -2, -1359.490093583
1102, 7, -3, -1340.94649181169
1102, 9, -1, -1386.40827059701
1102, 10, 0, -1422.78373034866
1103, 10, -3, -1895.90147286181
1103, 12, -1, -1959.19510962747
1103, 11, -2, -1922.81964987582
1107, 10, -3, -1503.42194304406
1107, 12, -1, -1566.71557980972
1107, 11, -2, -1530.34012005807
1108, 6, 0, -429.735506308052
1109, 10, 0, -422.275409586276
1109, 11, 1, -449.193586600281
1109, 9, -1, -403.731807814962
1110, 8, -1, -449.457212078013
1110, 9, 0, -468.000813849327
1110, 10, 1, -494.918990863332
1111, 7, 0, -676.950599094409
1111, 6, -1, -650.032422080404
1112, 10, -1, -1636.53
1112, 9, -2, -1598.34
1113, 12, -1, -1793.57
1113, 11, -2, -1756.81
1114, 8, 0, -739.906585187617
1115, 10, 0, -890.465006471167
1118, 14, 1, -1037.78104297603
1118, 12, -1, -983.944688948017
1118, 13, 0, -1010.86286596202
1118, 11, -2, -965.401087176703
1120, 39, -1, -1088.25055172147
1120, 40, 0, -1124.62601147312
1120, 38, -2, -1069.70694995016
1121, 19, 0, -1982.76072235584
1121, 20, 1, -2019.13618210749
1121, 18, -1, -1964.21712058452
1121, 17, -2, -1945.67351881321
1123, 16, 0, -319.183788963803
1125, 8, 0, -164.373826319475
1126, 26, 0, 136.165541576621
1127, 4, -2, -971.78
1131, 12, -1, -1625.81921884527
1131, 11, -2, -1589.44375909362
1138, 39, -1, -2965.58337621906
1138, 40, 0, -2984.12697799037
1138, 41, 1, -3020.50243774202
1138, 38, -2, -2947.03977444774
1142, 13, -1, -321.41014904806
1142, 16, 2, -385.415529604693
1142, 14, 0, -339.953750819374
1142, 15, 1, -358.497352590688
1143, 10, -4, -2369.3453400003
1143, 12, -2, -2432.63897676596
1143, 11, -3, -2396.2635170143
1144, 42, 0, -329.43786172509
1146, 3, -1, -621.753744575882
1146, 4, 0, -648.671921589887
1147, 10, 0, -461.168407727203
1151, 9, -3, -2463.56642044406
1151, 10, -2, -2499.94188019571
1151, 8, -4, -2427.1909606924
1152, 11, 0, -248.956150302637
1152, 10, -1, -230.412548531323
1152, 12, 1, -275.874327316642
1157, 8, -1, -756.797846945554
1157, 9, 0, -783.716023959559
1158, 16, 0, -1500.93428080166
1159, 3, -5, -2353.51568814867
1159, 4, -4, -2380.43386516268
1159, 5, -3, -2416.80932491433
1159, 6, -2, -2453.18478466598
1161, 7, -1, -591.301092230828
1161, 8, 0, -618.219269244833
1162, 8, -1, -188.340141606121
1162, 9, 0, -206.883743377435
1162, 10, 1, -233.80192039144
1163, 5, -1, -882.668750411554
1163, 3, -3, -828.832396383544
1163, 6, 0, -909.586927425559
1163, 4, -2, -855.750573397549
1165, 8, -1, -443.463437698552
1165, 9, 0, -462.007039469866
1165, 10, 1, -488.925216483872
1168, 12, -1, -1669.32874583945
1168, 11, -2, -1632.9532860878
1171, 12, -1, -1791.85295337167
1171, 11, -2, -1755.47749362002
1172, 12, -1, -1791.85295337167
1172, 11, -2, -1755.47749362002
1173, 8, 0, -288.648723484836
1175, 22, 0, -1287.18129957853
1177, 12, -1, -2219.69630167634
1177, 11, -2, -2183.32084192469
1179, 7, -1, -493.818681919195
1179, 8, 0, -520.7368589332
1180, 7, -1, -605.456314831888
1180, 8, 0, -632.374491845893
1182, 9, -3, -2472.23201427062
1182, 10, -2, -2508.60747402228
1182, 8, -4, -2435.85655451897
1185, 13, -2, -1594.84052729801
1185, 12, -3, -1567.922350284
1185, 14, -1, -1631.21598704966
1186, 13, -1, -323.210535935653
1186, 16, 2, -387.215916492286
1186, 14, 0, -341.754137706967
1186, 15, 1, -360.297739478281
1187, 13, -1, -1223.0140576629
1187, 14, 0, -1249.9322346769
1188, 7, -1, -508.331289126822
1188, 8, 0, -535.249466140827
1192, 36, -1, -1380.7389503501
1192, 35, -2, -1344.36349059845
1197, 7, -1, -499.089532028379
1197, 8, 0, -526.007709042385
1198, 10, 0, -406.487388643734
1198, 9, -1, -379.569211629728
1204, 7, -11, -6425.92648110783
1204, 6, -12, -6389.55102135618
1204, 8, -10, -6462.30194085949
1204, 9, -9, -6498.67740061114
1204, 10, -8, -6535.05286036279
1204, 12, -6, -6607.8037798661
1204, 11, -7, -6571.42832011445
1205, 8, -1, -343.975275102786
1205, 9, 0, -362.5188768741
1205, 10, 1, -389.437053888105
1207, 10, 0, -768.777690528383
1207, 9, -1, -741.859513514378
1210, 8, -2, -1068.75106467757
1210, 9, -1, -1105.12652442923
1213, 39, -1, -504.93774050116
1213, 40, 0, -531.855917515165
1214, 14, 1, -1196.26239378566
1214, 13, 0, -1177.71879201435
1216, 10, 0, -948.815392109801
1216, 9, -1, -921.897215095796
1218, 8, -3, -1920.66881869229
1218, 10, -1, -1983.96245545795
1218, 9, -2, -1947.5869957063
1220, 10, -4, -3024.56687781098
1220, 12, -2, -3097.31779731429
1220, 11, -3, -3060.94233756264
1221, 40, -2, -2996.30964624793
1221, 43, 1, -3069.77230954221
1221, 41, -1, -3014.85324801925
1221, 42, 0, -3033.39684979056
1226, 27, -1, -289.878335849257
1226, 28, 0, -316.796512863262
1228, 13, -4, -4057.83875984082
1228, 11, -6, -3985.08784033752
1228, 12, -5, -4021.46330008917
1230, 49, -3, -1231.66392134215
1230, 50, -2, -1268.0393810938
1231, 10, -4, -2596.72352950632
1231, 12, -2, -2669.47444900962
1231, 11, -3, -2633.09898925797
1234, 8, 1, -765.333555015184
1234, 7, 0, -738.415378001178
1234, 6, -1, -719.871776229864
1235, 22, 0, -2002.81184455459
1236, 10, -1, -1782.73
1236, 9, -2, -1746.08
1243, 12, -3, -3974.93929295224
1243, 10, -5, -3902.18837344894
1243, 11, -4, -3938.56383320059
1243, 9, -6, -3865.81291369728
1245, 12, -3, -3974.93929295224
1245, 10, -5, -3902.18837344894
1245, 11, -4, -3938.56383320059
1245, 9, -6, -3865.81291369728
1249, 8, -1, -819.285186839681
1249, 9, 0, -846.203363853687
1251, 10, 0, -1242.68823014787
1251, 7, -3, -1161.93369910586
1251, 9, -1, -1215.77005313387
1251, 8, -2, -1188.85187611986
1252, 8, -1, -436.744991757978
1252, 9, 0, -455.288593529292
1252, 10, 1, -482.206770543297
1266, 40, -2, -2817.46241225728
1266, 43, 1, -2890.92507555156
1266, 41, -1, -2836.00601402859
1266, 42, 0, -2854.54961579991
1267, 8, -1, -1064.81911115281
1267, 7, -2, -1028.44365140115
1268, 13, -2, -1718.59404596229
1268, 15, 0, -1773.51310748525
1268, 14, -1, -1737.1376477336
1269, 10, -3, -2103.5179488551
1269, 9, -4, -2076.5997718411
1269, 12, -1, -2166.81158562076
1269, 11, -2, -2130.43612586911
1270, 7, 0, -450.580320493922
1270, 6, -1, -423.662143479917
1272, 8, -8, -4707.05894958358
1272, 9, -7, -4743.43440933523
1272, 12, -4, -4852.5607885902
1272, 11, -5, -4816.18532883854
1272, 10, -6, -4779.80986908689
1273, 10, 0, -287.273861350922
1273, 9, -1, -260.355684336917
1275, 7, -1, -597.058031080175
1275, 8, 0, -623.97620809418
1275, 6, -2, -570.139854066169
1278, 5, -1, -843.764025830177
1278, 6, 0, -870.682202844182
1278, 4, -2, -816.845848816171
1279, 9, 0, -136.010893585019
1280, 39, -4, -3837.55568213423
1280, 40, -3, -3856.09928390554
1280, 42, -1, -3911.01834542851
1280, 41, -2, -3874.64288567686
1280, 43, 0, -3947.39380518017
1283, 13, -1, -2037.50842967196
1283, 12, -2, -2018.96482790065
1283, 14, 0, -2073.88388942362
1284, 12, -5, -5730.18228422815
1284, 8, -9, -5584.68044522153
1284, 10, -7, -5657.43136472484
1284, 11, -6, -5693.80682447649
1284, 9, -8, -5621.05590497319
1284, 7, -10, -5548.30498546988
1286, 8, -3, -1763.14325098209
1286, 10, -1, -1826.43688774775
1286, 9, -2, -1790.0614279961
1291, 50, 0, -324.73032329167
1291, 49, -1, -297.812146277665
1294, 15, -1, -2083.04078214026
1294, 16, 0, -2119.41624189191
1294, 14, -2, -2064.49718036895
1295, 12, 0, -997.139821795841
1297, 14, 0, -181.977601262993
1298, 16, 0, -1058.89513045861
1298, 17, 1, -1077.43873222993
1298, 18, 2, -1095.98233400124
1300, 9, 0, -163.343365830679
1302, 15, -1, -1737.74009043568
1302, 13, -3, -1674.44645367002
1302, 14, -2, -1701.36463068402
1304, 15, -1, -1636.90004454308
1304, 16, 0, -1673.27550429473
1304, 14, -2, -1618.35644277177
1337, 11, -3, -1926.51
1337, 10, -4, -1880.5
1337, 12, -2, -1967.49
1344, 12, -2, -2061.45209842129
1344, 11, -3, -2025.07663866964
1345, 12, -3, -2927.37549537753
1345, 11, -4, -2891.00003562587
1346, 12, -2, -2276.58822520441
1346, 11, -3, -2240.21276545276
1347, 12, -2, -2266.21683259574
1347, 11, -3, -2229.84137284409
1348, 12, -3, -3132.14022955198
1348, 11, -4, -3095.76476980032
1352, 33, -2, -38.88
1359, 7, -1, -1190.16950663299
1359, 8, 0, -1217.08768364699
1359, 5, -3, -1136.33315260497
1359, 6, -2, -1163.25132961898
1367, 13, -1, -1065.10486644073
1367, 14, 0, -1101.48032619238
1367, 12, -2, -1040.45703927054
1368, 12, -1, -1558.97946608959
1368, 11, -2, -1522.60400633794
1378, 12, 0, -615.935594636158
1380, 6, 0, -344.965316316453
1383, 12, 0, -903.922904029923
1384, 2, -2, -592.09
1387, 18, 0, 8.28792388863577
1389, 40, 0, 9.04493069770235
1390, 10, 0, -90.0611050392214
1394, 10, 0, -772.883966318952
1401, 8, 1, -396.404200314752
1401, 7, 0, -369.486023300747
1401, 6, -1, -350.942421529433
1403, 8, 0, 37.0810993378711
1404, 18, 0, -346.819633672867
1404, 19, 1, -365.363235444181
1404, 20, 2, -383.906837215495
1405, 7, -1, -541.913368988954
1405, 8, 0, -568.831546002959
1407, 6, 0, 184.558696215306
1408, 12, 0, 60.6467881050841
1412, 8, 0, -129.87
1417, 0, -1, -97.4
1420, 13, 1, -676.679026528545
1420, 14, 2, -703.59720354255
1420, 10, -2, -612.673645971912
1420, 11, -1, -631.217247743226
1420, 12, 0, -649.76084951454
1424, 5, -1, -803.032972831927
1424, 6, 0, -829.951149845932
1432, 5, -1, -515.298435553469
1432, 6, 0, -542.216612567474
1438, 4, 0, -34.33
1441, 30, 4, -1271.24755770229
1441, 26, 0, -1197.07315061703
1441, 27, 1, -1215.61675238835
1441, 29, 3, -1252.70395593098
1441, 28, 2, -1234.16035415966
1444, 3, 0, -546.788303420409
1444, 2, -1, -519.870126406404
1448, 12, 0, -65.9293504833123
1449, 15, 0, -663.074985203396
1451, 18, 0, -878.740664223158
1452, 12, 0, -903.922904029923
1453, 14, 0, -50.378217997359
1454, 7, -1, -230.811177233771
1454, 8, 0, -257.729354247776
1455, 8, 0, 142.486289290104
1456, 10, 0, -359.248222179478
1456, 9, -1, -332.330045165473
1457, 77, 0, -1544.41425407296
1458, 16, 1, -364.192352817066
1458, 15, 0, -345.648751045752
1467, 8, 0, -62.2784448843481
1468, 8, 0, -62.2784448843481
1471, 4, 0, -36.7344802378907
1474, 8, 0, 123.620653319324
1481, 7, -1, -499.089532028379
1481, 8, 0, -526.007709042385
1484, 12, 0, 310.383916017729
1487, 12, 0, -914.231457733719
1488, 10, 0, -757.62405154095
1489, 14, 0, -947.199001450653
1494, 10, 0, -468.720571745367
1494, 9, -1, -441.802394731362
1499, 16, 0, 72.3220900688906
1500, 18, 0, 23.0522182686997
1502, 8, 0, -167.683634836581
1504, 8, 0, 61.6995023116609
1507, 14, 0, -944.73
1508, 10, 0, -772.883966318952
1510, 10, 0, -744.698888919807
1513, 19, 0, 116.379896712723
1513, 21, 2, 64.8138925285275
1513, 18, -1, 134.923498484037
1513, 20, 1, 91.7320695425327
1517, 13, -1, -182.995678397087
1517, 14, 0, -209.913855411092
1518, 22, 0, -1574.96849624992
1530, 35, -1, -253.26567144357
1530, 36, 0, -280.183848457576
1533, 24, 0, -1074.51715134893
1536, 11, 0, -391.282367087203
1536, 10, -1, -372.738765315889
1536, 12, 1, -418.200544101208
1537, 7, 0, -294.945638190307
1542, 8, 0, -62.2784448843481
1545, 16, 0, -98.1673851337776
1551, 6, 0, -475.47154691653
1563, 2, -1, -377.65
1564, 24, 1, -954.726667222532
1564, 23, 0, -927.808490208527
1564, 22, -1, -909.264888437213
1569, 12, 0, -806.893923341141
1570, 14, 1, -377.303147922404
1570, 12, -1, -331.841369137085
1570, 13, 0, -350.384970908399
1571, 19, -1, -309.002842856745
1571, 20, 0, -335.92101987075
1572, 10, 0, -1416.65397291387
1572, 9, -1, -1389.73579589987
1575, 15, 0, -41.1702657518172
1582, 12, 0, -914.231457733719
1585, 11, -1, -336.871428563332
1585, 12, 0, -363.789605577337
1588, 18, 0, -226.494395889727
1588, 17, -1, -199.576218875722
1589, 4, 0, 110.915149669125
1590, 20, 0, -608.311921013123
1592, 12, 0, -503.404170570896
1595, 31, -1, -82.7768438919673
1595, 32, 0, -109.695020905972
1596, 4, -1, -428.5539476343
1596, 5, 0, -455.472124648305
1601, 18, 0, -342.888166297397
1601, 17, -1, -315.969989283391
1602, 13, 1, -365.464499017335
1602, 14, 2, -392.38267603134
1602, 11, -1, -328.377295474707
1602, 12, 0, -346.920897246021
1604, 24, 0, -1254.65647297209
1606, 5, -1, -588.95441384645
1606, 6, 0, -615.872590860455
1606, 4, -2, -562.036236832445
1607, 39, -1, -246.532926140647
1607, 40, 0, -273.451103154652
1613, 42, 0, -2898.79009203243
1617, 12, 0, -820.70032881061
1620, 7, -1, -821.582037659623
1620, 8, 0, -848.500214673628
1624, 10, 0, -312.597800676703
1625, 20, 0, -1433.62100483516
1630, 18, 0, -1292.27351342039
1633, 22, 0, -133.502964080675
1655, 13, -2, -876.101025246502
1655, 16, 1, -955.66791393966
1655, 15, 0, -919.292454188006
1655, 14, -1, -894.644627017816
1659, 5, 0, -93.2718112089533
1661, 30, 1, -1093.94377224749
1661, 29, 0, -1075.40017047617
1662, 12, 0, -897.929129650463
1672, 16, 2, -32.4390525310686
1672, 14, 0, 4.64815101155933
1672, 15, 1, -13.8954507597546
1677, 16, 0, -523.976420709672
1678, 8, 1, -12.761699940387
1678, 7, 0, 35.0583000596266
1678, 6, -1, 53.6019018309406
1680, 11, -1, -966.973699404119
1680, 12, 0, -993.891876418124
